customer_id,type_of_client,education,marital_status,race,relationship_in_household,Quantity,Revenue,1st_qtr_qty,2nd_qtr_qty,3rd_qtr_qty,4th_qtr_qty,1st_qtr_rev,2nd_qtr_rev,3rd_qtr_rev,4th_qtr_rev,type_of_sale,duration_visit_month,frequency_of_visit_day,occupation_type,Country,employment_type
2692965327,NULL,Some-college,Divorced,White,Not-in-family,29,46.96,0,13,16,0,0.00,2.28,44.68,0.00,No,2,14,Exec-managerial,United-States,Private
2692975270,NULL,Masters,Never-married,White,Own-child,1390,3132.75,15,503,328,544,47.45,1021.02,651.99,1412.29,No,11,329,Prof-specialty,United-States,State-gov
2695066113,NULL,Some-college,Married-civ-spouse,White,Wife,72,373.14,0,0,0,72,0.00,0.00,0.00,373.14,No,0,24,Other-service,United-States,Private
2695549782,NULL,11th,Married-civ-spouse,White,Husband,200,358.00,0,100,100,0,0.00,179.00,179.00,0.00,No,3,2,Sales,United-States,Private
2698431068,NULL,HS-grad,Married-civ-spouse,White,Husband,64,220.45,10,0,14,40,27.40,0.00,48.29,144.76,No,9,32,Transport-moving,United-States,Private
2698444115,NULL,Some-college,Never-married,White,Not-in-family,23,109.95,23,0,0,0,109.95,0.00,0.00,0.00,No,0,20,Adm-clerical,United-States,Private
2698831157,NULL,HS-grad,Married-civ-spouse,White,Husband,130,522.19,55,0,88,-13,267.55,0.00,282.39,-27.75,No,9,53,Exec-managerial,United-States,Private
2699835670,Wholesaler,Bachelors,Married-civ-spouse,White,Husband,1299,3054.80,0,0,0,1299,0.00,0.00,0.00,3054.80,No,0,316,Sales,United-States,Private
2701303592,NULL,Some-college,Never-married,White,Not-in-family,29,64.54,0,0,0,29,0.00,0.00,0.00,64.54,No,0,11,Handlers-cleaners,United-States,Private
2701318313,Wholesaler,Some-college,Never-married,White,Own-child,280,794.42,0,0,112,168,0.00,0.00,270.90,523.52,No,4,87,Other-service,United-States,Private
2701488193,Wholesaler,Some-college,Married-civ-spouse,White,Husband,39,132.35,0,0,0,39,0.00,0.00,0.00,132.35,No,0,13,Craft-repair,United-States,Private
2702124053,NULL,HS-grad,Married-civ-spouse,White,Husband,321,947.82,141,0,67,113,379.21,0.00,149.02,419.59,No,11,94,Craft-repair,United-States,Private
2702161600,NULL,11th,Never-married,White,Own-child,22454,41294.90,12744,2198,5621,1891,22865.28,4423.22,10114.75,3891.65,No,11,115,Adm-clerical,United-States,Private
2703961863,NULL,Masters,Married-civ-spouse,White,Husband,440,965.77,0,0,208,232,0.00,0.00,503.00,462.77,No,3,129,Exec-managerial,United-States,Private
2704426177,NULL,HS-grad,Married-civ-spouse,White,Husband,69,179.82,0,0,69,0,0.00,0.00,179.82,0.00,No,0,37,Prof-specialty,United-States,Self-emp-not-inc
2705051600,NULL,Some-college,Divorced,White,Unmarried,68,194.31,0,0,0,68,0.00,0.00,0.00,194.31,No,0,31,Adm-clerical,United-States,Private
2707044168,NULL,Some-college,Divorced,White,Unmarried,28,9.70,0,0,-24,52,0.00,0.00,-18.96,28.66,No,2,22,Sales,United-States,Private
2707088903,NULL,Bachelors,Married-civ-spouse,White,Husband,34,172.90,34,0,0,0,172.90,0.00,0.00,0.00,No,0,8,Prof-specialty,United-States,Self-emp-inc
2709352744,NULL,Masters,Married-civ-spouse,White,Husband,64,129.86,0,0,64,0,0.00,0.00,129.86,0.00,No,0,27,Prof-specialty,United-States,Private
2709635159,NULL,HS-grad,Never-married,White,Not-in-family,323,790.20,34,94,0,195,148.04,194.79,0.00,447.37,No,9,103,Handlers-cleaners,United-States,Private
2709865916,NULL,Assoc-voc,Never-married,White,Own-child,153,462.67,0,0,153,0,0.00,0.00,462.67,0.00,No,0,37,Tech-support,United-States,Private
2710350322,NULL,Masters,Divorced,Black,Not-in-family,100,165.00,0,0,100,0,0.00,0.00,165.00,0.00,No,1,10,Prof-specialty,United-States,Local-gov
2710898592,NULL,HS-grad,Never-married,White,Own-child,43,111.44,0,0,43,0,0.00,0.00,111.44,0.00,No,0,20,Handlers-cleaners,United-States,Private
2714403534,Wholesaler,10th,Never-married,White,Own-child,83,134.28,0,0,0,83,0.00,0.00,0.00,134.28,No,0,24,Other-service,United-States,Private
2714566925,NULL,Assoc-voc,Divorced,White,Not-in-family,89,325.65,0,89,0,0,0.00,325.65,0.00,0.00,No,0,27,Adm-clerical,United-States,Private
2716160666,Wholesaler,HS-grad,Widowed,White,Unmarried,140,243.05,0,0,0,140,0.00,0.00,0.00,243.05,No,2,48,Sales,United-States,Private
2717393015,Wholesaler,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Husband,112,158.78,0,0,0,112,0.00,0.00,0.00,158.78,No,0,63,Adm-clerical,Philippines,Federal-gov
2717525797,Wholesaler,Prof-school,Married-civ-spouse,White,Husband,466,1257.21,0,0,389,77,0.00,0.00,1017.37,239.84,No,4,76,Prof-specialty,United-States,Private
2717678729,NULL,Bachelors,Never-married,White,Own-child,53,89.36,0,53,0,0,0.00,89.36,0.00,0.00,No,0,8,Handlers-cleaners,United-States,Private
2718463816,NULL,HS-grad,Married-civ-spouse,White,Husband,99,187.37,0,0,0,99,0.00,0.00,0.00,187.37,No,1,45,Sales,United-States,Self-emp-inc
2722003187,NULL,Some-college,Married-civ-spouse,White,Husband,368,1060.51,40,118,0,210,80.50,312.60,0.00,667.41,No,9,86,Other-service,United-States,State-gov
2723241779,NULL,Bachelors,Married-civ-spouse,White,Husband,279,937.74,48,139,27,65,285.60,396.52,147.75,107.87,No,11,120,Tech-support,United-States,Private
2724747433,NULL,Bachelors,Never-married,White,Own-child,128,369.02,0,0,128,0,0.00,0.00,369.02,0.00,No,0,23,Prof-specialty,United-States,Private
2725967529,NULL,Assoc-voc,Married-civ-spouse,White,Husband,68,185.90,40,26,0,2,124.32,57.42,0.00,4.16,No,7,16,Handlers-cleaners,United-States,Private
2727096150,NULL,HS-grad,Married-civ-spouse,White,Husband,116,223.80,35,0,81,0,44.53,0.00,179.27,0.00,No,4,54,Craft-repair,United-States,Private
2728520177,Wholesaler,Masters,Married-civ-spouse,White,Husband,72,166.46,0,0,0,72,0.00,0.00,0.00,166.46,No,0,26,Prof-specialty,United-States,State-gov
2728825994,NULL,HS-grad,Married-civ-spouse,White,Husband,41,106.28,0,0,8,33,0.00,0.00,8.67,97.61,No,2,11,Craft-repair,United-States,Self-emp-inc
2729666373,NULL,Some-college,Never-married,White,Own-child,14,15.20,21,0,-7,0,63.85,0.00,-48.65,0.00,No,6,9,Prof-specialty,United-States,Private
2733414959,NULL,Some-college,Married-civ-spouse,White,Husband,125,595.41,0,58,67,0,0.00,252.20,343.21,0.00,No,3,26,Craft-repair,United-States,Private
2733886526,NULL,Masters,Widowed,White,Not-in-family,22,101.94,22,0,0,0,101.94,0.00,0.00,0.00,No,0,10,Prof-specialty,United-States,Local-gov
2734107334,NULL,Assoc-voc,Separated,White,Unmarried,176,957.23,0,0,147,29,0.00,0.00,652.39,304.84,No,2,51,Sales,Mexico,Private
2734133844,NULL,Some-college,Never-married,Black,Not-in-family,130,508.79,48,82,0,0,153.75,355.04,0.00,0.00,No,3,52,Sales,United-States,Private
2735554433,Personal,Some-college,Married-civ-spouse,White,Husband,73,251.85,38,0,25,10,115.10,0.00,103.90,32.85,No,10,18,Exec-managerial,United-States,Private
2735875736,NULL,Bachelors,Married-civ-spouse,White,Husband,81,326.44,0,81,0,0,0.00,326.44,0.00,0.00,No,0,30,Prof-specialty,United-States,Local-gov
2736229058,Wholesaler,7th-8th,Married-civ-spouse,White,Husband,488,1420.73,0,188,73,227,0.00,631.68,154.86,634.19,No,7,85,Farming-fishing,Mexico,Private
2736470314,Wholesaler,Masters,Never-married,White,Not-in-family,55,153.42,0,0,0,55,0.00,0.00,0.00,153.42,No,0,32,Prof-specialty,United-States,Private
2736711798,NULL,HS-grad,Never-married,White,Not-in-family,26,59.65,26,0,0,0,59.65,0.00,0.00,0.00,No,0,6,Adm-clerical,United-States,Private
2737209077,NULL,Prof-school,Never-married,White,Not-in-family,20,64.34,0,0,0,20,0.00,0.00,0.00,64.34,No,0,12,Prof-specialty,United-States,Self-emp-not-inc
2738427629,NULL,Bachelors,Married-civ-spouse,White,Husband,2005,4367.78,369,576,812,248,1153.79,1016.20,1654.49,543.30,No,11,420,Prof-specialty,United-States,Local-gov
2738822954,NULL,HS-grad,Separated,White,Other-relative,122,485.10,0,39,51,32,0.00,177.87,198.12,109.11,No,8,50,Exec-managerial,United-States,Self-emp-not-inc
2739675167,NULL,HS-grad,Married-civ-spouse,White,Husband,11,39.95,11,0,0,0,39.95,0.00,0.00,0.00,No,0,3,Craft-repair,United-States,Private
2740337563,NULL,Masters,Never-married,White,Own-child,353,647.82,0,0,0,353,0.00,0.00,0.00,647.82,No,1,128,Exec-managerial,United-States,Federal-gov
2740519573,Wholesaler,HS-grad,Divorced,White,Not-in-family,152,365.70,109,0,0,43,237.44,0.00,0.00,128.26,No,9,58,Other-service,United-States,Private
2741717763,Wholesaler,Masters,Never-married,White,Not-in-family,303,506.56,98,67,84,54,210.46,105.37,119.51,71.22,No,10,119,Prof-specialty,United-States,Private
2741824735,NULL,9th,Married-civ-spouse,White,Husband,15,39.13,0,0,0,15,0.00,0.00,0.00,39.13,No,0,7,Sales,Mexico,Private
2743297954,NULL,Preschool,Never-married,White,Not-in-family,82,239.70,17,65,0,0,57.45,182.25,0.00,0.00,No,2,65,Machine-op-inspct,Dominican-Republic,Private
2743511223,NULL,Bachelors,Married-civ-spouse,White,Husband,59,158.07,42,17,0,0,107.62,50.45,0.00,0.00,No,5,18,Exec-managerial,United-States,Self-emp-inc
2743655348,NULL,HS-grad,Divorced,White,Unmarried,137,453.87,51,0,0,86,157.56,0.00,0.00,296.31,No,7,60,Exec-managerial,United-States,Private
2744254634,Personal,HS-grad,Married-civ-spouse,White,Other-relative,182,313.15,0,77,0,105,0.00,182.24,0.00,130.91,No,5,70,Sales,Poland,Private
2744472476,Personal,HS-grad,Married-civ-spouse,White,Husband,10,20.80,0,0,0,10,0.00,0.00,0.00,20.80,No,0,1,Other-service,Mexico,Private
2745365666,NULL,HS-grad,Never-married,White,Unmarried,67,185.59,40,0,0,27,131.44,0.00,0.00,54.15,No,8,28,Sales,United-States,Private
2745417118,NULL,HS-grad,Married-civ-spouse,White,Husband,27,197.82,9,8,0,10,69.65,68.00,0.00,60.17,No,10,7,Exec-managerial,United-States,Private
2745802656,NULL,Bachelors,Never-married,White,Not-in-family,298,580.22,172,0,126,0,371.13,0.00,209.09,0.00,No,7,141,Exec-managerial,United-States,Private
2746270166,NULL,HS-grad,Married-civ-spouse,White,Wife,303,574.18,119,78,49,57,205.18,155.69,105.46,107.85,No,10,99,Adm-clerical,United-States,Private
2746301220,Personal,HS-grad,Never-married,White,Own-child,24,117.47,0,0,0,24,0.00,0.00,0.00,117.47,No,0,12,Other-service,United-States,Private
2747162243,NULL,HS-grad,Never-married,Black,Other-relative,-38,-34.78,0,-24,0,-14,0.00,-17.28,0.00,-17.50,return,5,2,Other-service,United-States,Private
2748052670,NULL,12th,Divorced,White,Not-in-family,8,83.00,-50,0,58,0,-43.30,0.00,126.30,0.00,No,7,22,Handlers-cleaners,United-States,Private
2748528512,Wholesaler,10th,Married-civ-spouse,White,Wife,1347,2160.05,355,353,351,288,515.36,578.10,626.48,440.11,No,8,396,Machine-op-inspct,United-States,Private
2749289021,NULL,Some-college,Never-married,White,Not-in-family,95,220.60,0,0,0,95,0.00,0.00,0.00,220.60,No,0,21,Other-service,United-States,Private
2750187218,NULL,HS-grad,Never-married,White,Own-child,73,128.39,0,73,0,0,0.00,128.39,0.00,0.00,No,0,27,Machine-op-inspct,Peru,Private
2750959993,Wholesaler,Prof-school,Never-married,Asian-Pac-Islander,Not-in-family,987,2445.58,94,524,280,89,302.26,1093.44,755.86,294.02,No,11,300,Prof-specialty,India,Private
2753776719,NULL,HS-grad,Divorced,Black,Unmarried,143,599.89,0,86,57,0,0.00,371.37,228.52,0.00,No,3,55,Prof-specialty,United-States,Private
2754282568,Wholesaler,HS-grad,Never-married,White,Own-child,170,439.64,0,25,77,68,0.00,56.75,215.21,167.68,No,6,57,Adm-clerical,United-States,Private
2754950298,NULL,Masters,Married-civ-spouse,Asian-Pac-Islander,Husband,54,149.58,0,42,12,0,0.00,145.90,3.68,0.00,No,4,15,Prof-specialty,Taiwan,State-gov
2755975762,Personal,1st-4th,Married-civ-spouse,White,Wife,267,675.35,0,247,0,20,0.00,585.41,0.00,89.94,No,7,37,Other-service,El-Salvador,Private
2757474469,Wholesaler,Bachelors,Married-civ-spouse,White,Husband,240,682.86,0,176,10,54,0.00,494.38,29.85,158.63,No,5,70,Exec-managerial,United-States,Private
2757475526,NULL,HS-grad,Divorced,White,Not-in-family,88,185.64,88,0,0,0,185.64,0.00,0.00,0.00,No,0,18,Adm-clerical,United-States,Local-gov
2759845866,NULL,HS-grad,Married-civ-spouse,White,Husband,84,386.15,84,0,0,0,386.15,0.00,0.00,0.00,No,2,41,Craft-repair,Ecuador,Private
2760019520,Wholesaler,HS-grad,Married-civ-spouse,White,Own-child,1248,2571.12,22,398,213,615,42.60,428.85,508.49,1591.18,No,11,427,Prof-specialty,Mexico,Private
2761235454,NULL,Bachelors,Never-married,White,Not-in-family,44,178.37,0,44,0,0,0.00,178.37,0.00,0.00,No,0,13,Exec-managerial,United-States,Private
2762185485,NULL,Bachelors,Never-married,White,Not-in-family,68,237.43,0,0,68,0,0.00,0.00,237.43,0.00,No,0,22,Sales,United-States,Private
2763083256,NULL,HS-grad,Divorced,White,Own-child,368,1499.27,0,0,0,368,0.00,0.00,0.00,1499.27,No,0,131,Craft-repair,United-States,Private
2764544862,NULL,Some-college,Married-civ-spouse,Black,Husband,778,1397.56,0,273,281,224,0.00,518.75,503.47,375.34,No,7,80,Protective-serv,United-States,Private
2767343458,NULL,Doctorate,Married-civ-spouse,White,Husband,-144,-152.64,0,0,0,-144,0.00,0.00,0.00,-152.64,return,0,1,Prof-specialty,United-States,State-gov
2767451535,NULL,Some-college,Never-married,White,Own-child,46,105.10,46,0,0,0,105.10,0.00,0.00,0.00,No,0,10,Other-service,United-States,Private
2768115255,NULL,Bachelors,Never-married,White,Not-in-family,174,271.17,16,125,14,19,29.65,178.46,26.65,36.41,No,8,62,Prof-specialty,United-States,Private
2768784708,Wholesaler,Masters,Married-civ-spouse,White,Husband,1100,3678.50,147,130,325,498,434.70,447.97,1311.38,1484.45,No,10,444,Prof-specialty,United-States,Private
2771318128,NULL,Bachelors,Married-civ-spouse,White,Own-child,143,243.67,35,0,108,0,60.75,0.00,182.92,0.00,No,5,34,Exec-managerial,United-States,Private
2771386064,Wholesaler,Bachelors,Never-married,Black,Not-in-family,415,957.18,135,0,144,136,271.56,0.00,393.31,292.31,No,10,162,Handlers-cleaners,United-States,Private
2771731937,NULL,11th,Never-married,White,Own-child,246,645.17,0,49,42,155,0.00,154.65,96.78,393.74,No,5,125,Craft-repair,United-States,Private
2773721527,Wholesaler,Assoc-voc,Never-married,White,Not-in-family,534,1548.08,139,152,14,229,317.09,276.68,66.11,888.20,No,9,206,Sales,United-States,Private
2774248918,Wholesaler,HS-grad,Married-civ-spouse,White,Wife,155,456.26,0,0,0,155,0.00,0.00,0.00,456.26,No,1,43,Machine-op-inspct,United-States,Private
2774341959,NULL,Some-college,Divorced,White,Not-in-family,7,19.05,0,0,7,0,0.00,0.00,19.05,0.00,No,0,3,Adm-clerical,United-States,State-gov
2775289652,NULL,HS-grad,Never-married,White,Not-in-family,113,579.63,0,0,0,113,0.00,0.00,0.00,579.63,No,1,36,Machine-op-inspct,United-States,Private
2776245721,Wholesaler,HS-grad,Married-civ-spouse,White,Wife,168,366.81,0,0,0,168,0.00,0.00,0.00,366.81,No,1,76,Tech-support,United-States,Private
2776290516,NULL,Bachelors,Married-civ-spouse,White,Husband,270,558.94,0,0,133,137,0.00,0.00,290.24,268.70,No,3,121,Sales,United-States,Private
2776756450,NULL,Bachelors,Married-civ-spouse,White,Husband,204,315.82,12,155,37,0,45.46,196.53,73.83,0.00,No,8,31,Sales,United-States,Private
2777797750,Wholesaler,Bachelors,Widowed,White,Not-in-family,154,405.95,0,0,0,154,0.00,0.00,0.00,405.95,No,1,64,Other-service,United-States,Private
2777926951,NULL,Bachelors,Married-civ-spouse,Other,Husband,-148,-518.72,-669,0,0,521,-1520.11,0.00,0.00,1001.39,return,11,146,Sales,United-States,Self-emp-not-inc
2780961296,NULL,Bachelors,Never-married,Asian-Pac-Islander,Not-in-family,1115,3144.68,371,316,192,236,915.36,892.47,587.14,749.71,No,11,350,Tech-support,United-States,Federal-gov
2781464811,NULL,HS-grad,Never-married,White,Unmarried,279,897.63,0,0,144,135,0.00,0.00,443.78,453.85,No,3,79,Prof-specialty,United-States,Private
2782595745,NULL,Assoc-acdm,Never-married,White,Not-in-family,137,422.82,28,111,-2,0,111.47,316.85,-5.50,0.00,No,6,40,Adm-clerical,Cuba,Private
2783466529,NULL,Masters,Married-civ-spouse,Asian-Pac-Islander,Wife,5,8.20,0,0,0,5,0.00,0.00,0.00,8.20,No,0,2,Craft-repair,Philippines,Private
2784224755,NULL,Bachelors,Married-civ-spouse,White,Husband,34,73.10,-1,0,0,35,-12.75,0.00,0.00,85.85,No,9,9,Prof-specialty,United-States,Private
2785561266,Wholesaler,HS-grad,Separated,Black,Unmarried,2996,1541.43,150,395,2127,324,175.43,406.45,769.52,190.03,No,9,388,Craft-repair,United-States,Private
2786346099,NULL,Bachelors,Never-married,White,Not-in-family,691,2280.83,342,0,0,349,1131.68,0.00,0.00,1149.15,No,11,210,Other-service,United-States,Private
2786570966,NULL,Some-college,Married-civ-spouse,Black,Husband,1368,2660.76,311,264,466,327,614.10,304.64,1020.14,721.88,No,10,191,Exec-managerial,United-States,Private
2786687698,NULL,Bachelors,Never-married,White,Own-child,447,2063.81,0,160,109,178,0.00,728.22,506.59,829.00,No,8,144,Sales,United-States,Private
2786728398,NULL,Assoc-acdm,Never-married,White,Not-in-family,3,32.65,0,3,0,0,0.00,32.65,0.00,0.00,No,0,2,Sales,United-States,Private
2787939761,NULL,HS-grad,Married-civ-spouse,White,Husband,24,29.92,0,0,0,24,0.00,0.00,0.00,29.92,No,1,9,Craft-repair,United-States,Self-emp-not-inc
2788048449,NULL,Bachelors,Married-civ-spouse,White,Husband,37,114.69,37,0,0,0,114.69,0.00,0.00,0.00,No,0,18,Prof-specialty,United-States,Private
2788492999,NULL,Bachelors,Never-married,White,Not-in-family,253,877.51,106,69,0,78,428.10,277.29,0.00,172.12,No,7,58,Tech-support,United-States,Private
2789467262,NULL,Bachelors,Never-married,White,Own-child,25,42.76,0,0,14,11,0.00,0.00,35.74,7.02,No,2,7,Tech-support,United-States,Private
2789971640,Wholesaler,Bachelors,Never-married,Black,Own-child,571,978.36,0,0,221,350,0.00,0.00,436.08,542.28,No,1,312,Exec-managerial,United-States,Private
2790600744,NULL,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Husband,25,84.13,0,25,0,0,0.00,84.13,0.00,0.00,No,0,11,Craft-repair,Philippines,Private
2791718512,Personal,Assoc-acdm,Divorced,White,Not-in-family,685,847.25,200,313,172,0,247.80,341.26,258.19,0.00,No,8,179,Protective-serv,United-States,Local-gov
2797366124,NULL,Some-college,Divorced,White,Not-in-family,313,720.03,162,43,55,53,158.50,142.61,195.07,223.85,No,7,56,Exec-managerial,United-States,Private
2799748214,Wholesaler,Prof-school,Married-civ-spouse,White,Husband,1882,3883.26,996,277,408,201,1941.86,600.54,714.74,626.12,No,11,201,Prof-specialty,United-States,Self-emp-not-inc
2801013713,NULL,Some-college,Married-civ-spouse,White,Husband,251,371.56,0,0,251,0,0.00,0.00,371.56,0.00,No,0,76,Craft-repair,United-States,Private
2802197746,Wholesaler,HS-grad,Married-civ-spouse,White,Husband,45,117.28,49,0,0,-4,132.85,0.00,0.00,-15.57,No,10,24,Machine-op-inspct,United-States,Private
2803110609,NULL,11th,Never-married,White,Not-in-family,5433,8044.41,793,1080,1009,2551,957.48,1389.12,1178.63,4519.18,No,10,172,Sales,United-States,Private
2803376864,NULL,Masters,Married-civ-spouse,White,Husband,158,373.15,64,65,-1,30,180.82,139.59,-1.65,54.39,No,8,62,Sales,United-States,Private
2803717071,NULL,Some-college,Never-married,White,Own-child,23,104.73,13,10,0,0,49.48,55.25,0.00,0.00,No,2,12,Other-service,United-States,Private
2805590882,NULL,Some-college,Married-civ-spouse,White,Husband,110,472.14,0,110,0,0,0.00,472.14,0.00,0.00,No,0,32,Exec-managerial,United-States,Private
2805887012,Wholesaler,Assoc-acdm,Married-civ-spouse,White,Husband,393,409.19,0,0,0,393,0.00,0.00,0.00,409.19,No,1,143,Exec-managerial,United-States,Private
2806177835,NULL,Some-college,Divorced,White,Unmarried,44,69.44,0,0,44,0,0.00,0.00,69.44,0.00,No,0,29,Other-service,United-States,Self-emp-not-inc
2806989716,Wholesaler,Bachelors,Married-civ-spouse,White,Husband,53,88.13,0,0,0,53,0.00,0.00,0.00,88.13,No,2,22,Machine-op-inspct,United-States,Private
2808496540,NULL,5th-6th,Married-civ-spouse,White,Husband,101,502.97,0,59,42,0,0.00,246.62,256.35,0.00,No,4,35,Craft-repair,United-States,Self-emp-inc
2808874151,NULL,Some-college,Married-civ-spouse,White,Husband,231,620.15,96,0,59,76,219.41,0.00,124.96,275.78,No,11,77,Prof-specialty,United-States,Private
2810010496,NULL,12th,Never-married,White,Own-child,300,771.43,0,0,201,99,0.00,0.00,472.96,298.47,No,5,69,Machine-op-inspct,United-States,Private
2810454698,NULL,Masters,Married-civ-spouse,White,Husband,-5,-6.22,0,-5,0,0,0.00,-6.22,0.00,0.00,return,0,2,Exec-managerial,United-States,Local-gov
2810880646,NULL,Bachelors,Never-married,White,Own-child,13,38.99,0,0,0,13,0.00,0.00,0.00,38.99,No,0,4,Prof-specialty,United-States,Private
2812843662,NULL,10th,Never-married,White,Own-child,NULL,NULL,0,0,NULL,0,0.00,0.00,NULL,0.00,No,0,1,Sales,United-States,Private
2813193285,Wholesaler,Masters,Widowed,White,Unmarried,42,50.37,0,0,0,42,0.00,0.00,0.00,50.37,No,0,16,Prof-specialty,United-States,Private
2815157041,Wholesaler,Some-college,Never-married,Black,Not-in-family,53,-29.90,56,0,0,-3,-12.05,0.00,0.00,-17.85,return,10,21,Sales,United-States,Private
2817572525,NULL,1st-4th,Married-civ-spouse,White,Husband,72,93.59,0,0,0,72,0.00,0.00,0.00,93.59,No,0,25,Sales,Portugal,Private
2817766152,NULL,Some-college,Never-married,Black,Not-in-family,178,586.72,146,0,0,32,429.07,0.00,0.00,157.65,No,9,63,Craft-repair,United-States,Private
2819151074,NULL,HS-grad,Never-married,White,Own-child,70,347.15,0,25,45,0,0.00,179.65,167.50,0.00,No,4,30,Adm-clerical,United-States,Private
2819987609,NULL,Some-college,Married-civ-spouse,White,Husband,253,255.77,63,0,190,0,95.67,0.00,160.10,0.00,No,7,36,Exec-managerial,United-States,Self-emp-inc
2821236803,Personal,HS-grad,Never-married,White,Own-child,48,117.72,0,0,51,-3,0.00,0.00,129.17,-11.45,No,1,11,Handlers-cleaners,United-States,Private
2822689066,NULL,Masters,Married-civ-spouse,White,Wife,30,142.50,30,0,0,0,142.50,0.00,0.00,0.00,No,0,5,Prof-specialty,United-States,State-gov
2824236350,NULL,9th,Married-civ-spouse,White,Wife,66,131.70,0,66,0,0,0.00,131.70,0.00,0.00,No,0,8,Other-service,Yugoslavia,Local-gov
2824606728,Wholesaler,Some-college,Separated,Black,Not-in-family,310,658.21,183,116,0,11,349.95,249.61,0.00,58.65,No,10,64,Adm-clerical,United-States,Private
2825397034,NULL,Assoc-acdm,Married-civ-spouse,White,Husband,828,1047.68,0,700,500,-372,0.00,937.00,579.00,-468.32,No,4,17,Prof-specialty,Canada,Local-gov
2825530166,NULL,Bachelors,Never-married,White,Own-child,1544,2403.84,29,510,987,18,70.22,1167.17,1125.85,40.60,No,8,26,Tech-support,United-States,Private
2827279322,NULL,Some-college,Married-civ-spouse,White,Wife,538,1258.22,0,144,143,251,0.00,510.32,418.54,329.36,No,5,114,Adm-clerical,United-States,Private
2828530018,NULL,HS-grad,Never-married,Black,Other-relative,340,454.33,0,0,0,340,0.00,0.00,0.00,454.33,No,1,15,Other-service,United-States,Private
2828837266,NULL,Some-college,Married-civ-spouse,Black,Wife,47,129.41,0,0,47,0,0.00,0.00,129.41,0.00,No,0,12,Sales,United-States,Private
2829087975,Wholesaler,Masters,Divorced,White,Unmarried,494,720.80,0,0,0,494,0.00,0.00,0.00,720.80,No,0,28,Prof-specialty,United-States,Local-gov
2829272982,NULL,Some-college,Married-civ-spouse,White,Husband,414,812.15,0,0,87,327,0.00,0.00,116.85,695.30,No,4,124,Craft-repair,Italy,Private
2829789727,NULL,Masters,Never-married,White,Not-in-family,578,1291.58,0,258,320,0,0.00,517.60,773.98,0.00,No,5,228,Prof-specialty,United-States,Private
2831005704,NULL,1st-4th,Never-married,White,Not-in-family,319,1087.26,0,86,189,44,0.00,344.39,597.97,144.90,No,6,94,Priv-house-serv,Guatemala,Private
2831639729,NULL,Prof-school,Married-civ-spouse,White,Husband,37,96.60,0,37,0,0,0.00,96.60,0.00,0.00,No,0,14,Prof-specialty,United-States,Self-emp-not-inc
2832132709,NULL,Some-college,Never-married,White,Own-child,266,796.63,0,182,66,18,0.00,516.62,202.42,77.59,No,7,79,Other-service,United-States,Private
2834053723,Wholesaler,Some-college,Never-married,Black,Own-child,135,653.30,0,0,57,78,0.00,0.00,282.28,371.02,No,2,42,Sales,United-States,Private
2836201285,NULL,HS-grad,Married-civ-spouse,White,Husband,112,220.09,0,40,72,0,0.00,102.06,118.03,0.00,No,3,49,Craft-repair,United-States,Private
2836901421,NULL,HS-grad,Divorced,White,Not-in-family,6681,17188.84,1326,1497,1627,2231,3470.29,3942.57,4064.77,5711.21,No,11,1711,Craft-repair,United-States,Private
2837144827,NULL,HS-grad,Separated,White,Not-in-family,105,397.35,0,105,0,0,0.00,397.35,0.00,0.00,No,1,28,Other-service,United-States,Private
2837499621,NULL,HS-grad,Married-civ-spouse,White,Husband,198,365.72,67,0,57,74,133.15,0.00,96.17,136.40,No,9,46,Machine-op-inspct,United-States,Private
2838733395,NULL,HS-grad,Married-civ-spouse,White,Husband,182,511.19,0,0,115,67,0.00,0.00,269.33,241.86,No,1,61,Craft-repair,United-States,Private
2838789838,NULL,Bachelors,Married-civ-spouse,White,Husband,44,181.10,0,0,22,22,0.00,0.00,78.32,102.78,No,3,18,Sales,United-States,Private
2840495852,Wholesaler,Doctorate,Married-civ-spouse,White,Husband,484,1403.62,114,100,113,157,357.32,296.09,251.68,498.53,No,11,161,Prof-specialty,Cuba,Self-emp-inc
2841432482,Wholesaler,Some-college,Never-married,Black,Own-child,60,173.29,0,0,0,60,0.00,0.00,0.00,173.29,No,0,19,Sales,United-States,Private
2841634617,NULL,HS-grad,Never-married,White,Not-in-family,411,675.25,343,44,0,24,450.25,116.34,0.00,108.66,No,8,57,Craft-repair,United-States,Private
2841733094,Personal,Doctorate,Married-civ-spouse,White,Husband,443,1048.52,318,66,49,10,358.82,365.17,244.27,80.26,No,10,40,Sales,United-States,Self-emp-not-inc
2842034704,NULL,HS-grad,Divorced,White,Unmarried,151,291.86,0,60,0,91,0.00,87.90,0.00,203.96,No,5,20,Other-service,United-States,Private
2842656303,NULL,10th,Married-civ-spouse,White,Husband,53,200.96,-5,0,58,0,-10.25,0.00,211.21,0.00,No,6,30,Other-service,United-States,State-gov
2843594736,NULL,HS-grad,Never-married,White,Own-child,159,430.55,0,95,0,64,0.00,265.45,0.00,165.10,No,8,33,Other-service,El-Salvador,Private
